2022.05.21,00:00,1364550,1401260,1364550,1393410,13090
2022.05.28,00:00,1399870,1448350,1387640,1434960,13574
2022.06.04,00:00,1429561,1478522,1422730,1477829,6518
2022.06.11,00:00,1479215,1516450,1404850,1434180,8799
2022.06.18,00:00,1437644,1458430,1425866,1445497,12599
2022.06.25,00:00,1433949,1448961,1339723,1431178,13955
2022.07.02,00:00,1427021,1460508,1348730,1366975,13886
2022.07.09,00:00,1391686,1410855,1371363,1379908,10284
2022.07.16,00:00,1391455,1398845,1336259,1373441,10927
2022.07.23,00:00,1366051,1380370,1340878,1379908,16907
2022.07.30,00:00,1379215,1381986,1344804,1370670,8738
2022.08.06,00:00,1379677,1384065,1353118,1369284,5000
2022.08.13,00:00,1368591,1368591,1270670,1271594,10232
2022.08.20,00:00,1239954,1287910,1186143,1271750,5493
2022.08.27,00:00,1295990,1295990,1251210,1273140,3427
2022.09.03,00:00,1266210,1285830,1263670,1280520,2820
2022.09.10,00:00,1287910,1348160,1281220,1315610,3551
2022.09.17,00:00,1319310,1333390,1301300,1328080,2449
2022.09.24,00:00,1313395,1351501,1296767,1337413,5570
2022.10.01,00:00,1359974,1399219,1359974,1387991,4968
2022.10.08,00:00,1379560,1380250,1340813,1341967,4635
2022.10.15,00:00,1338337,1360630,1330390,1339390,3601
2022.10.22,00:00,1354400,1368940,1336620,1351860,3350
2022.10.29,00:00,1351170,1437040,1345160,1434270,4179
2022.11.05,00:00,1444890,1499140,1440270,1477829,5224
2022.11.12,00:00,1488453,1526559,1469360,1470750,2881
2022.11.19,00:00,1488915,1509700,1488222,1505312,2506
2022.11.26,00:00,1502540,1579446,1502540,1573210,3345
2022.12.03,00:00,1573210,1615473,1565127,1607852,4228
2022.12.10,00:00,1596305,1712471,1594226,1698130,4021
2022.12.17,00:00,1695590,1802540,1693290,1786550,4428
2022.12.24,00:00,1797921,1992841,1796998,1920670,3945
2022.12.31,00:00,1870670,1870670,1764390,1825790,4494
2023.01.07,00:00,1826260,1928750,1825790,1926910,5391
2023.01.14,00:00,1931060,2055889,1911440,2033025,5247
2023.01.21,00:00,2049423,2146680,2004619,2136520,6420
2023.01.28,00:00,2120360,2188222,2066975,2119400,8944
2023.02.04,00:00,2085912,2122402,2041570,2091455,6146
2023.02.11,00:00,2096305,2209007,2091224,2200693,5639
2023.02.18,00:00,2227945,2551963,2203926,2535797,8273
2023.02.25,00:00,2548499,3023095,2444804,2503580,8703
2023.03.04,00:00,2471132,2565820,2193995,2226328,13433
2023.03.11,00:00,2094688,2422402,1967898,2392841,8905
2023.03.18,00:00,2377598,2653640,2377598,2639780,452
2023.03.25,00:00,2637413,2735566,2545035,2674365,3098
2023.04.01,00:00,2690531,2713626,2487298,2545035,6120
2023.04.08,00:00,2563510,2594457,2457506,2535797,7307
2023.04.15,00:00,2540416,2618707,2493072,2584296,9628
2023.04.22,00:00,2579677,2674365,2558430,2658199,8298
2023.04.29,00:00,2692841,2796998,2688453,2699769,9033
2023.05.06,00:00,2713626,2720323,2595843,2597229,8019
2023.05.13,00:00,2556582,2600462,2491917,2512702,11460
2023.05.20,00:00,2521940,2605081,2498845,2509931,13713
2023.05.27,00:00,2523095,2544573,2462125,2501155,10349
2023.06.03,00:00,2496536,2498614,2315473,2341801,10451
2023.06.10,00:00,2322171,2387991,2211316,2341109,7196
2023.06.17,00:00,2375289,2393303,2295612,2328868,4728
2023.06.24,00:00,2352194,2436259,2329339,2383141,6040
2023.07.01,00:00,2376674,2417783,2361432,2375058,9441
2023.07.08,00:00,2375289,2378753,2307159,2352425,8602
2023.07.15,00:00,2352194,2366051,2300231,2310624,7904
2023.07.22,00:00,2310624,2348730,2266744,2334180,6304
2023.07.29,00:00,2330023,2401848,2323568,2392379,7078
2023.08.05,00:00,2390300,2391224,2290993,2291917,7061
2023.08.12,00:00,2286374,2342494,2282013,2303695,5427
2023.08.19,00:00,2307159,2326559,2274365,2312933,4538
2023.08.26,00:00,2299076,2336952,2292402,2329330,7699
2023.09.02,00:00,2334411,2380139,2329339,2358891,10760
2023.09.09,00:00,2359122,2366975,2325866,2358430,9096
2023.09.16,00:00,2356813,2358199,2317796,2325404,7386
2023.09.23,00:00,2327714,2329099,2251026,2251719,6287
2023.09.30,00:00,2245025,2268109,2235842,2243460,7145
2023.10.07,00:00,2256567,2509348,2255412,2405522,8325
2023.10.14,00:00,2436630,2464390,2336210,2447076,8504
2023.10.21,00:00,2423934,2485109,2402003,2474721,8432
2023.10.28,00:00,2532433,2569370,2474721,2481704,8410
2023.11.04,00:00,2478183,2489726,2426299,2432070,8261
2023.11.11,00:00,2435476,2440093,2404311,2426760,8221
2023.11.18,00:00,2425088,2430859,2399002,2421682,8490
2023.11.25,00:00,2428551,2490419,2425088,2477087,8302
2023.12.02,00:00,2504731,2531279,2450481,2451174,10089
2023.12.09,00:00,2449327,2490880,2434783,2473624,8703
2023.12.16,00:00,2460739,2477029,2443556,2472181,7935
2023.12.23,00:00,2475875,2510503,2459715,2498960,9060
2023.12.30,00:00,2501269,2580220,2497806,2549114,7767
2024.01.06,00:00,2549747,2637471,2541206,2635624,9239
2024.01.13,00:00,2630083,2724040,2624774,2696799,10433
2024.01.20,00:00,2673252,2769055,2670944,2751049,10797
2024.01.27,00:00,2755204,3006928,2752896,2895331,11503
2024.02.03,00:00,2912240,2926097,2696337,2756359,10149
2024.02.10,00:00,2757513,2785215,2735582,2775750,11090
2024.02.17,00:00,2774827,2860242,2773672,2858626,12580
2024.02.24,00:00,2870670,2974596,2857933,2972897,11396
2024.03.02,00:00,2995381,3227294,2954890,3219215,11434
2024.03.09,00:00,3220369,3227294,3049770,3103789,13398
2024.03.16,00:00,3104943,3291933,3090169,3242300,5820
2024.03.23,00:00,3239991,3339257,3190358,3327714,7093
2024.03.30,00:00,3327714,3667436,3287316,3590884,11294
2024.04.06,00:00,3595501,3839049,3474305,3839049,10289
2024.04.13,00:00,3839049,3887991,3619741,3769794,30942
2024.04.20,00:00,3759815,3762868,3476613,3481230,8904
2024.04.27,00:00,3483539,3543560,3315018,3398124,12147
2024.05.04,00:00,3371824,3476613,3342720,3437369,9751
2024.05.11,00:00,3439677,3446603,3326560,3356571,10504
2024.05.18,00:00,3360034,3612009,3268847,3275773,4914
2024.05.25,00:00,3280390,3444294,3245762,3360034,7217
2024.06.01,00:00,3347575,3399278,3321016,3330023,6837
2024.06.08,00:00,3328869,3351039,3295395,3311555,6711
2024.06.15,00:00,3359122,3377598,3324252,3342720,9225
2024.06.22,00:00,3347337,3502007,3346182,3470842,9678
2024.06.29,00:00,3457275,3558565,3444294,3460454,10052
2024.07.06,00:00,3421478,3454682,3328869,3386581,9926
2024.07.13,00:00,3375289,3428135,3330023,3330023,6692
2024.07.20,00:00,3337182,3403895,3324252,3372730,8732
2024.07.27,00:00,3392610,3671682,3384273,3626666,10849
2024.08.03,00:00,3605081,3677453,3517012,3544714,9667
2024.08.10,00:00,3548177,3554042,3445448,3475459,9938
2024.08.17,00:00,3488453,3605890,3435060,3587422,9961
2024.08.24,00:00,3585113,3648597,3567799,3618586,10389
2024.08.31,00:00,3639723,3684379,3617432,3637055,8058
2024.09.07,00:00,3614319,3712081,3596656,3712081,6525
2024.09.14,00:00,3703233,3783645,3679762,3779028,9989
2024.09.21,00:00,3779028,3924464,3768639,3914075,11760
2024.09.28,00:00,3978060,4122402,3915230,4005262,9630
2024.10.05,00:00,4007570,4148389,3993719,4069900,9533
2024.10.12,00:00,4085450,4202639,4031809,4199176,9357
2024.10.19,00:00,4212471,4673575,4209565,4663186,8427
2024.10.26,00:00,4374134,4762452,4352692,4574309,10302
2024.11.02,00:00,4574309,4741676,4520059,4575463,11406
2024.11.09,00:00,4558891,4573155,4236112,4274203,10373
2024.11.16,00:00,4287529,4642410,4276511,4641256,10027
2024.11.23,00:00,4675520,4704740,4438107,4628559,9921
2024.11.30,00:00,4616628,4690888,4541990,4603165,10962
2024.12.07,00:00,4603165,4874415,4569692,4819011,11075
2024.12.14,00:00,4817856,4988686,4797080,4907888,9058
2024.12.21,00:00,4903271,5152590,4836324,5147973,10615
2024.12.28,00:00,5152590,5295718,5099494,5195297,10093
2025.01.04,00:00,5139723,5293409,5085643,5274941,10141
2025.01.11,00:00,5348730,5378824,5182601,5247239,9908
2025.01.18,00:00,5184758,5575047,5182601,5530031,9990
2025.01.25,00:00,5542725,5666233,5513872,5653536,7526
2025.02.01,00:00,5658153,6146403,5621217,6097924,8384
2025.02.08,00:00,6103695,6879354,6103695,6630035,4863
2025.02.15,00:00,6636961,6974003,6426887,6851652,1301
2025.02.22,00:00,6923788,7008631,6445355,6449972,6455
